"Step","test_02:48PM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)","test_02:48PM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)__MIN","test_02:48PM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)__MAX","test_02:17PM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)","test_02:17PM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)__MIN","test_02:17PM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)__MAX","test_01:50PM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)","test_01:50PM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)__MIN","test_01:50PM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)__MAX","test_01:23PM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)","test_01:23PM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)__MIN","test_01:23PM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)__MAX","test_11:52AM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)","test_11:52AM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)__MIN","test_11:52AM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)__MAX","test_10:37AM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)","test_10:37AM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)__MIN","test_10:37AM_11-15-2023 - Information Disclosure CLIENT_1_train | Pixel_Comparison_MSE (MEAN)__MAX"
"5","1.0753013125572484","1.0753013125572484","1.0753013125572484","1.0656166339137463","1.0656166339137463","1.0656166339137463","1.040426106571499","1.040426106571499","1.040426106571499","1.00183062284003","1.00183062284003","1.00183062284003","1.0616238504323772","1.0616238504323772","1.0616238504323772","0.08739386528461551","0.08739386528461551","0.08739386528461551"
