"Step","train_10:04AM_11-13-2023 - _runtime","train_10:04AM_11-13-2023 - _runtime__MIN","train_10:04AM_11-13-2023 - _runtime__MAX","train_10:04AM_11-13-2023 - system/gpu.process.0.memory","train_10:04AM_11-13-2023 - system/gpu.process.0.memory__MIN","train_10:04AM_11-13-2023 - system/gpu.process.0.memory__MAX","train_11:57PM_11-12-2023 - _runtime","train_11:57PM_11-12-2023 - _runtime__MIN","train_11:57PM_11-12-2023 - _runtime__MAX","train_11:57PM_11-12-2023 - system/gpu.process.0.memory","train_11:57PM_11-12-2023 - system/gpu.process.0.memory__MIN","train_11:57PM_11-12-2023 - system/gpu.process.0.memory__MAX","train_01:45PM_11-11-2023 - _runtime","train_01:45PM_11-11-2023 - _runtime__MIN","train_01:45PM_11-11-2023 - _runtime__MAX","train_01:45PM_11-11-2023 - system/gpu.process.0.memory","train_01:45PM_11-11-2023 - system/gpu.process.0.memory__MIN","train_01:45PM_11-11-2023 - system/gpu.process.0.memory__MAX","train_01:49AM_11-11-2023 - _runtime","train_01:49AM_11-11-2023 - _runtime__MIN","train_01:49AM_11-11-2023 - _runtime__MAX","train_01:49AM_11-11-2023 - system/gpu.process.0.memory","train_01:49AM_11-11-2023 - system/gpu.process.0.memory__MIN","train_01:49AM_11-11-2023 - system/gpu.process.0.memory__MAX","train_08:49AM_11-10-2023 - _runtime","train_08:49AM_11-10-2023 - _runtime__MIN","train_08:49AM_11-10-2023 - _runtime__MAX","train_08:49AM_11-10-2023 - system/gpu.process.0.memory","train_08:49AM_11-10-2023 - system/gpu.process.0.memory__MIN","train_08:49AM_11-10-2023 - system/gpu.process.0.memory__MAX","train_05:17PM_11-09-2023 - _runtime","train_05:17PM_11-09-2023 - _runtime__MIN","train_05:17PM_11-09-2023 - _runtime__MAX","train_05:17PM_11-09-2023 - system/gpu.process.0.memory","train_05:17PM_11-09-2023 - system/gpu.process.0.memory__MIN","train_05:17PM_11-09-2023 - system/gpu.process.0.memory__MAX"
"","16205.428777143","60.51294","32360.881505","29.911785028790817","12.67","46.4","16933.280723083506","60.50604","33805.849168","0","0","0","17601.204872928454","60.581317","35160.847312","5.084867491166079","1.13","9.07","19526.39540251747","60.588392","38991.870713","9.57093799682034","0.27","19.13","16477.81543202456","61.073844","32914.400042","17.519121813031152","4.27","33.8","17500.114146207976","60.552659","34953.195061","21.620746666666665","6.2","36.2"
