"Step","train_10:04AM_11-13-2023 - _runtime","train_10:04AM_11-13-2023 - _runtime__MIN","train_10:04AM_11-13-2023 - _runtime__MAX","train_10:04AM_11-13-2023 - system/gpu.process.0.powerPercent","train_10:04AM_11-13-2023 - system/gpu.process.0.powerPercent__MIN","train_10:04AM_11-13-2023 - system/gpu.process.0.powerPercent__MAX","train_10:04AM_11-13-2023 - system/gpu.process.1.powerPercent","train_10:04AM_11-13-2023 - system/gpu.process.1.powerPercent__MIN","train_10:04AM_11-13-2023 - system/gpu.process.1.powerPercent__MAX","train_10:04AM_11-13-2023 - system/gpu.process.2.powerPercent","train_10:04AM_11-13-2023 - system/gpu.process.2.powerPercent__MIN","train_10:04AM_11-13-2023 - system/gpu.process.2.powerPercent__MAX","train_10:04AM_11-13-2023 - system/gpu.process.3.powerPercent","train_10:04AM_11-13-2023 - system/gpu.process.3.powerPercent__MIN","train_10:04AM_11-13-2023 - system/gpu.process.3.powerPercent__MAX","train_11:57PM_11-12-2023 - _runtime","train_11:57PM_11-12-2023 - _runtime__MIN","train_11:57PM_11-12-2023 - _runtime__MAX","train_11:57PM_11-12-2023 - system/gpu.process.0.powerPercent","train_11:57PM_11-12-2023 - system/gpu.process.0.powerPercent__MIN","train_11:57PM_11-12-2023 - system/gpu.process.0.powerPercent__MAX","train_11:57PM_11-12-2023 - system/gpu.process.1.powerPercent","train_11:57PM_11-12-2023 - system/gpu.process.1.powerPercent__MIN","train_11:57PM_11-12-2023 - system/gpu.process.1.powerPercent__MAX","train_11:57PM_11-12-2023 - system/gpu.process.2.powerPercent","train_11:57PM_11-12-2023 - system/gpu.process.2.powerPercent__MIN","train_11:57PM_11-12-2023 - system/gpu.process.2.powerPercent__MAX","train_11:57PM_11-12-2023 - system/gpu.process.3.powerPercent","train_11:57PM_11-12-2023 - system/gpu.process.3.powerPercent__MIN","train_11:57PM_11-12-2023 - system/gpu.process.3.powerPercent__MAX","train_01:45PM_11-11-2023 - _runtime","train_01:45PM_11-11-2023 - _runtime__MIN","train_01:45PM_11-11-2023 - _runtime__MAX","train_01:45PM_11-11-2023 - system/gpu.process.0.powerPercent","train_01:45PM_11-11-2023 - system/gpu.process.0.powerPercent__MIN","train_01:45PM_11-11-2023 - system/gpu.process.0.powerPercent__MAX","train_01:45PM_11-11-2023 - system/gpu.process.1.powerPercent","train_01:45PM_11-11-2023 - system/gpu.process.1.powerPercent__MIN","train_01:45PM_11-11-2023 - system/gpu.process.1.powerPercent__MAX","train_01:45PM_11-11-2023 - system/gpu.process.2.powerPercent","train_01:45PM_11-11-2023 - system/gpu.process.2.powerPercent__MIN","train_01:45PM_11-11-2023 - system/gpu.process.2.powerPercent__MAX","train_01:45PM_11-11-2023 - system/gpu.process.3.powerPercent","train_01:45PM_11-11-2023 - system/gpu.process.3.powerPercent__MIN","train_01:45PM_11-11-2023 - system/gpu.process.3.powerPercent__MAX","train_01:49AM_11-11-2023 - _runtime","train_01:49AM_11-11-2023 - _runtime__MIN","train_01:49AM_11-11-2023 - _runtime__MAX","train_01:49AM_11-11-2023 - system/gpu.process.0.powerPercent","train_01:49AM_11-11-2023 - system/gpu.process.0.powerPercent__MIN","train_01:49AM_11-11-2023 - system/gpu.process.0.powerPercent__MAX","train_01:49AM_11-11-2023 - system/gpu.process.1.powerPercent","train_01:49AM_11-11-2023 - system/gpu.process.1.powerPercent__MIN","train_01:49AM_11-11-2023 - system/gpu.process.1.powerPercent__MAX","train_01:49AM_11-11-2023 - system/gpu.process.2.powerPercent","train_01:49AM_11-11-2023 - system/gpu.process.2.powerPercent__MIN","train_01:49AM_11-11-2023 - system/gpu.process.2.powerPercent__MAX","train_01:49AM_11-11-2023 - system/gpu.process.3.powerPercent","train_01:49AM_11-11-2023 - system/gpu.process.3.powerPercent__MIN","train_01:49AM_11-11-2023 - system/gpu.process.3.powerPercent__MAX","train_08:49AM_11-10-2023 - _runtime","train_08:49AM_11-10-2023 - _runtime__MIN","train_08:49AM_11-10-2023 - _runtime__MAX","train_08:49AM_11-10-2023 - system/gpu.process.0.powerPercent","train_08:49AM_11-10-2023 - system/gpu.process.0.powerPercent__MIN","train_08:49AM_11-10-2023 - system/gpu.process.0.powerPercent__MAX","train_08:49AM_11-10-2023 - system/gpu.process.1.powerPercent","train_08:49AM_11-10-2023 - system/gpu.process.1.powerPercent__MIN","train_08:49AM_11-10-2023 - system/gpu.process.1.powerPercent__MAX","train_08:49AM_11-10-2023 - system/gpu.process.2.powerPercent","train_08:49AM_11-10-2023 - system/gpu.process.2.powerPercent__MIN","train_08:49AM_11-10-2023 - system/gpu.process.2.powerPercent__MAX","train_08:49AM_11-10-2023 - system/gpu.process.3.powerPercent","train_08:49AM_11-10-2023 - system/gpu.process.3.powerPercent__MIN","train_08:49AM_11-10-2023 - system/gpu.process.3.powerPercent__MAX","train_05:17PM_11-09-2023 - _runtime","train_05:17PM_11-09-2023 - _runtime__MIN","train_05:17PM_11-09-2023 - _runtime__MAX","train_05:17PM_11-09-2023 - system/gpu.process.0.powerPercent","train_05:17PM_11-09-2023 - system/gpu.process.0.powerPercent__MIN","train_05:17PM_11-09-2023 - system/gpu.process.0.powerPercent__MAX","train_05:17PM_11-09-2023 - system/gpu.process.1.powerPercent","train_05:17PM_11-09-2023 - system/gpu.process.1.powerPercent__MIN","train_05:17PM_11-09-2023 - system/gpu.process.1.powerPercent__MAX","train_05:17PM_11-09-2023 - system/gpu.process.2.powerPercent","train_05:17PM_11-09-2023 - system/gpu.process.2.powerPercent__MIN","train_05:17PM_11-09-2023 - system/gpu.process.2.powerPercent__MAX","train_05:17PM_11-09-2023 - system/gpu.process.3.powerPercent","train_05:17PM_11-09-2023 - system/gpu.process.3.powerPercent__MIN","train_05:17PM_11-09-2023 - system/gpu.process.3.powerPercent__MAX"
"","16205.428777142995","60.51294","32360.881505","40.18288867562382","26.48","55.69","13.464760076775281","13.39","13.57","14.12881957773516","14.03","14.26","14.21411708253343","14.14","14.33","16933.28072308348","60.50604","33805.849168","13.93372477064227","13.81","13.99","22.14001834862384","15.1","33.84","23.532688073394517","16.31","36.8","23.40898165137617","16.17","33.8","17601.204872928465","60.581317","35160.847312","19.431572438162547","14.71","27.61","20.329752650176673","14.23","28.89","21.540521201413426","15.78","29.46","21.58707597173143","15.16","29.64","19526.395402517497","60.588392","38991.870713","25.217798092209883","16.21","36.14","18.57549284578698","14.42","34.12","19.541438791732887","15.14","37.93","19.486526232114453","15.19","38.76","16477.815432024545","61.073844","32914.400042","31.45420207743156","18.74","42.98","17.41206798866856","14.3","29.54","18.523125590179458","15.36","23.99","18.75273843248346","15.54","24.46","17500.114146208074","60.552659","34953.195061","34.86015111111116","21.34","51.85","14.808328888888886","13.43","20.37","15.5361688888889","14.16","19.36","15.674186666666678","14.28","20.49"
