"Step","train_10:04AM_11-13-2023 - _runtime","train_10:04AM_11-13-2023 - _runtime__MIN","train_10:04AM_11-13-2023 - _runtime__MAX","train_10:04AM_11-13-2023 - system/gpu.0.memory","train_10:04AM_11-13-2023 - system/gpu.0.memory__MIN","train_10:04AM_11-13-2023 - system/gpu.0.memory__MAX","train_10:04AM_11-13-2023 - system/gpu.2.memory","train_10:04AM_11-13-2023 - system/gpu.2.memory__MIN","train_10:04AM_11-13-2023 - system/gpu.2.memory__MAX","train_10:04AM_11-13-2023 - system/gpu.1.memory","train_10:04AM_11-13-2023 - system/gpu.1.memory__MIN","train_10:04AM_11-13-2023 - system/gpu.1.memory__MAX","train_10:04AM_11-13-2023 - system/gpu.3.memory","train_10:04AM_11-13-2023 - system/gpu.3.memory__MIN","train_10:04AM_11-13-2023 - system/gpu.3.memory__MAX","train_11:57PM_11-12-2023 - _runtime","train_11:57PM_11-12-2023 - _runtime__MIN","train_11:57PM_11-12-2023 - _runtime__MAX","train_11:57PM_11-12-2023 - system/gpu.0.memory","train_11:57PM_11-12-2023 - system/gpu.0.memory__MIN","train_11:57PM_11-12-2023 - system/gpu.0.memory__MAX","train_11:57PM_11-12-2023 - system/gpu.2.memory","train_11:57PM_11-12-2023 - system/gpu.2.memory__MIN","train_11:57PM_11-12-2023 - system/gpu.2.memory__MAX","train_11:57PM_11-12-2023 - system/gpu.1.memory","train_11:57PM_11-12-2023 - system/gpu.1.memory__MIN","train_11:57PM_11-12-2023 - system/gpu.1.memory__MAX","train_11:57PM_11-12-2023 - system/gpu.3.memory","train_11:57PM_11-12-2023 - system/gpu.3.memory__MIN","train_11:57PM_11-12-2023 - system/gpu.3.memory__MAX","train_01:45PM_11-11-2023 - _runtime","train_01:45PM_11-11-2023 - _runtime__MIN","train_01:45PM_11-11-2023 - _runtime__MAX","train_01:45PM_11-11-2023 - system/gpu.0.memory","train_01:45PM_11-11-2023 - system/gpu.0.memory__MIN","train_01:45PM_11-11-2023 - system/gpu.0.memory__MAX","train_01:45PM_11-11-2023 - system/gpu.2.memory","train_01:45PM_11-11-2023 - system/gpu.2.memory__MIN","train_01:45PM_11-11-2023 - system/gpu.2.memory__MAX","train_01:45PM_11-11-2023 - system/gpu.1.memory","train_01:45PM_11-11-2023 - system/gpu.1.memory__MIN","train_01:45PM_11-11-2023 - system/gpu.1.memory__MAX","train_01:45PM_11-11-2023 - system/gpu.3.memory","train_01:45PM_11-11-2023 - system/gpu.3.memory__MIN","train_01:45PM_11-11-2023 - system/gpu.3.memory__MAX","train_01:49AM_11-11-2023 - _runtime","train_01:49AM_11-11-2023 - _runtime__MIN","train_01:49AM_11-11-2023 - _runtime__MAX","train_01:49AM_11-11-2023 - system/gpu.0.memory","train_01:49AM_11-11-2023 - system/gpu.0.memory__MIN","train_01:49AM_11-11-2023 - system/gpu.0.memory__MAX","train_01:49AM_11-11-2023 - system/gpu.2.memory","train_01:49AM_11-11-2023 - system/gpu.2.memory__MIN","train_01:49AM_11-11-2023 - system/gpu.2.memory__MAX","train_01:49AM_11-11-2023 - system/gpu.1.memory","train_01:49AM_11-11-2023 - system/gpu.1.memory__MIN","train_01:49AM_11-11-2023 - system/gpu.1.memory__MAX","train_01:49AM_11-11-2023 - system/gpu.3.memory","train_01:49AM_11-11-2023 - system/gpu.3.memory__MIN","train_01:49AM_11-11-2023 - system/gpu.3.memory__MAX","train_08:49AM_11-10-2023 - _runtime","train_08:49AM_11-10-2023 - _runtime__MIN","train_08:49AM_11-10-2023 - _runtime__MAX","train_08:49AM_11-10-2023 - system/gpu.0.memory","train_08:49AM_11-10-2023 - system/gpu.0.memory__MIN","train_08:49AM_11-10-2023 - system/gpu.0.memory__MAX","train_08:49AM_11-10-2023 - system/gpu.2.memory","train_08:49AM_11-10-2023 - system/gpu.2.memory__MIN","train_08:49AM_11-10-2023 - system/gpu.2.memory__MAX","train_08:49AM_11-10-2023 - system/gpu.1.memory","train_08:49AM_11-10-2023 - system/gpu.1.memory__MIN","train_08:49AM_11-10-2023 - system/gpu.1.memory__MAX","train_08:49AM_11-10-2023 - system/gpu.3.memory","train_08:49AM_11-10-2023 - system/gpu.3.memory__MIN","train_08:49AM_11-10-2023 - system/gpu.3.memory__MAX","train_05:17PM_11-09-2023 - _runtime","train_05:17PM_11-09-2023 - _runtime__MIN","train_05:17PM_11-09-2023 - _runtime__MAX","train_05:17PM_11-09-2023 - system/gpu.0.memory","train_05:17PM_11-09-2023 - system/gpu.0.memory__MIN","train_05:17PM_11-09-2023 - system/gpu.0.memory__MAX","train_05:17PM_11-09-2023 - system/gpu.2.memory","train_05:17PM_11-09-2023 - system/gpu.2.memory__MIN","train_05:17PM_11-09-2023 - system/gpu.2.memory__MAX","train_05:17PM_11-09-2023 - system/gpu.1.memory","train_05:17PM_11-09-2023 - system/gpu.1.memory__MIN","train_05:17PM_11-09-2023 - system/gpu.1.memory__MAX","train_05:17PM_11-09-2023 - system/gpu.3.memory","train_05:17PM_11-09-2023 - system/gpu.3.memory__MIN","train_05:17PM_11-09-2023 - system/gpu.3.memory__MAX"
"","16205.428777142995","60.51294","32360.881505","29.911785028790817","12.67","46.4","0","0","0","0","0","0","0","0","0","16933.28072308348","60.50604","33805.849168","0","0","0","9.394082568807331","0","29","9.195311926605516","0","22.2","9.254311926605498","0","23.33","17601.204872928465","60.581317","35160.847312","5.084867491166079","1.13","9.07","7.117579505300352","0","19.87","7.191104240282681","0","18","7.098074204946994","0","20.67","19526.395402517497","60.588392","38991.870713","9.57093799682034","0.27","19.13","4.828298887122418","0","24","4.8256279809221","0","23","4.794650238473771","0","21.47","16477.815432024545","61.073844","32914.400042","17.519121813031152","4.27","33.8","3.7174409820585455","0","8.8","3.8477998111425786","0","20.8","3.775127478753541","0","8.73","17500.114146208074","60.552659","34953.195061","21.620746666666665","6.2","36.2","1.6067288888888887","0","5.2","1.6575822222222214","0","5.87","1.6883199999999994","0","6"
