"Step","train_10:04AM_11-13-2023 - _runtime","train_10:04AM_11-13-2023 - _runtime__MIN","train_10:04AM_11-13-2023 - _runtime__MAX","train_10:04AM_11-13-2023 - system/gpu.process.0.gpu","train_10:04AM_11-13-2023 - system/gpu.process.0.gpu__MIN","train_10:04AM_11-13-2023 - system/gpu.process.0.gpu__MAX","train_10:04AM_11-13-2023 - system/gpu.process.2.gpu","train_10:04AM_11-13-2023 - system/gpu.process.2.gpu__MIN","train_10:04AM_11-13-2023 - system/gpu.process.2.gpu__MAX","train_10:04AM_11-13-2023 - system/gpu.process.1.gpu","train_10:04AM_11-13-2023 - system/gpu.process.1.gpu__MIN","train_10:04AM_11-13-2023 - system/gpu.process.1.gpu__MAX","train_10:04AM_11-13-2023 - system/gpu.process.3.gpu","train_10:04AM_11-13-2023 - system/gpu.process.3.gpu__MIN","train_10:04AM_11-13-2023 - system/gpu.process.3.gpu__MAX","train_11:57PM_11-12-2023 - _runtime","train_11:57PM_11-12-2023 - _runtime__MIN","train_11:57PM_11-12-2023 - _runtime__MAX","train_11:57PM_11-12-2023 - system/gpu.process.0.gpu","train_11:57PM_11-12-2023 - system/gpu.process.0.gpu__MIN","train_11:57PM_11-12-2023 - system/gpu.process.0.gpu__MAX","train_11:57PM_11-12-2023 - system/gpu.process.2.gpu","train_11:57PM_11-12-2023 - system/gpu.process.2.gpu__MIN","train_11:57PM_11-12-2023 - system/gpu.process.2.gpu__MAX","train_11:57PM_11-12-2023 - system/gpu.process.1.gpu","train_11:57PM_11-12-2023 - system/gpu.process.1.gpu__MIN","train_11:57PM_11-12-2023 - system/gpu.process.1.gpu__MAX","train_11:57PM_11-12-2023 - system/gpu.process.3.gpu","train_11:57PM_11-12-2023 - system/gpu.process.3.gpu__MIN","train_11:57PM_11-12-2023 - system/gpu.process.3.gpu__MAX","train_01:45PM_11-11-2023 - _runtime","train_01:45PM_11-11-2023 - _runtime__MIN","train_01:45PM_11-11-2023 - _runtime__MAX","train_01:45PM_11-11-2023 - system/gpu.process.0.gpu","train_01:45PM_11-11-2023 - system/gpu.process.0.gpu__MIN","train_01:45PM_11-11-2023 - system/gpu.process.0.gpu__MAX","train_01:45PM_11-11-2023 - system/gpu.process.2.gpu","train_01:45PM_11-11-2023 - system/gpu.process.2.gpu__MIN","train_01:45PM_11-11-2023 - system/gpu.process.2.gpu__MAX","train_01:45PM_11-11-2023 - system/gpu.process.1.gpu","train_01:45PM_11-11-2023 - system/gpu.process.1.gpu__MIN","train_01:45PM_11-11-2023 - system/gpu.process.1.gpu__MAX","train_01:45PM_11-11-2023 - system/gpu.process.3.gpu","train_01:45PM_11-11-2023 - system/gpu.process.3.gpu__MIN","train_01:45PM_11-11-2023 - system/gpu.process.3.gpu__MAX","train_01:49AM_11-11-2023 - _runtime","train_01:49AM_11-11-2023 - _runtime__MIN","train_01:49AM_11-11-2023 - _runtime__MAX","train_01:49AM_11-11-2023 - system/gpu.process.0.gpu","train_01:49AM_11-11-2023 - system/gpu.process.0.gpu__MIN","train_01:49AM_11-11-2023 - system/gpu.process.0.gpu__MAX","train_01:49AM_11-11-2023 - system/gpu.process.2.gpu","train_01:49AM_11-11-2023 - system/gpu.process.2.gpu__MIN","train_01:49AM_11-11-2023 - system/gpu.process.2.gpu__MAX","train_01:49AM_11-11-2023 - system/gpu.process.1.gpu","train_01:49AM_11-11-2023 - system/gpu.process.1.gpu__MIN","train_01:49AM_11-11-2023 - system/gpu.process.1.gpu__MAX","train_01:49AM_11-11-2023 - system/gpu.process.3.gpu","train_01:49AM_11-11-2023 - system/gpu.process.3.gpu__MIN","train_01:49AM_11-11-2023 - system/gpu.process.3.gpu__MAX","train_08:49AM_11-10-2023 - _runtime","train_08:49AM_11-10-2023 - _runtime__MIN","train_08:49AM_11-10-2023 - _runtime__MAX","train_08:49AM_11-10-2023 - system/gpu.process.0.gpu","train_08:49AM_11-10-2023 - system/gpu.process.0.gpu__MIN","train_08:49AM_11-10-2023 - system/gpu.process.0.gpu__MAX","train_08:49AM_11-10-2023 - system/gpu.process.2.gpu","train_08:49AM_11-10-2023 - system/gpu.process.2.gpu__MIN","train_08:49AM_11-10-2023 - system/gpu.process.2.gpu__MAX","train_08:49AM_11-10-2023 - system/gpu.process.1.gpu","train_08:49AM_11-10-2023 - system/gpu.process.1.gpu__MIN","train_08:49AM_11-10-2023 - system/gpu.process.1.gpu__MAX","train_08:49AM_11-10-2023 - system/gpu.process.3.gpu","train_08:49AM_11-10-2023 - system/gpu.process.3.gpu__MIN","train_08:49AM_11-10-2023 - system/gpu.process.3.gpu__MAX","train_05:17PM_11-09-2023 - _runtime","train_05:17PM_11-09-2023 - _runtime__MIN","train_05:17PM_11-09-2023 - _runtime__MAX","train_05:17PM_11-09-2023 - system/gpu.process.0.gpu","train_05:17PM_11-09-2023 - system/gpu.process.0.gpu__MIN","train_05:17PM_11-09-2023 - system/gpu.process.0.gpu__MAX","train_05:17PM_11-09-2023 - system/gpu.process.2.gpu","train_05:17PM_11-09-2023 - system/gpu.process.2.gpu__MIN","train_05:17PM_11-09-2023 - system/gpu.process.2.gpu__MAX","train_05:17PM_11-09-2023 - system/gpu.process.1.gpu","train_05:17PM_11-09-2023 - system/gpu.process.1.gpu__MIN","train_05:17PM_11-09-2023 - system/gpu.process.1.gpu__MAX","train_05:17PM_11-09-2023 - system/gpu.process.3.gpu","train_05:17PM_11-09-2023 - system/gpu.process.3.gpu__MIN","train_05:17PM_11-09-2023 - system/gpu.process.3.gpu__MAX"
"","16205.428777142995","60.51294","32360.881505","45.206612284069045","18.87","73.2","0.04600767754318636","0","0.2","0.11619961612283969","0","1.33","0.043790786948176744","0","0.2","16933.28072308348","60.50604","33805.849168","0.0011559633027522934","0","1","14.992385321100945","0","45.73","14.879587155963305","0","36.8","14.707733944954144","0","35.47","17601.204872928465","60.581317","35160.847312","10.691775618374542","2.53","18.07","11.854779151943456","0","33.33","11.993984098939913","0","30.6","11.818348056537092","0","31.33","19526.395402517497","60.588392","38991.870713","15.858632750397456","2.53","31.67","8.233100158982513","0","39.87","8.338680445151022","0","39.47","8.15420508744037","0","37.07","16477.815432024545","61.073844","32914.400042","28.26192634560907","6.8","69.47","6.951595845136931","0","18.07","7.306864966949951","0","48.33","7.062275731822473","0","15.73","17500.114146208074","60.552659","34953.195061","33.275013333333376","8.2","57.13","3.7081688888888933","0","11.93","3.9125688888888868","0","12.87","3.863457777777775","0","14.07"
